game,date,head_coach,opponent,season,season_num,score,opp_score,site,ot,diff,result,streak,post_season,special
1082,1/5/2013,Muffet McGraw,UConn,2012-2013,36,73,72,a,n,1,w,7,n,
1083,1/8/2013,Muffet McGraw,South Florida,2012-2013,36,75,71,a,n,4,w,8,n,
1084,1/13/2013,Muffet McGraw,Rutgers,2012-2013,36,71,46,h,n,25,w,9,n,
1085,1/15/2013,Muffet McGraw,Georgetown,2012-2013,36,79,64,h,n,15,w,10,n,
1086,1/20/2013,Muffet McGraw,Saint John's (NY),2012-2013,36,74,50,h,n,24,w,11,n,
1087,1/23/2013,Muffet McGraw,Pittsburgh,2012-2013,36,73,47,a,n,26,w,12,n,
1088,1/26/2013,Muffet McGraw,Providence,2012-2013,36,89,44,h,n,45,w,13,n,
1089,1/28/2013,Muffet McGraw,Tennessee,2012-2013,36,77,67,a,n,10,w,14,n,
1090,2/2/2013,Muffet McGraw,Cincinnati,2012-2013,36,64,42,h,n,22,w,15,n,
1091,2/5/2013,Muffet McGraw,Villanova,2012-2013,36,59,52,a,n,7,w,16,n,
1092,2/9/2013,Muffet McGraw,Seton Hall,2012-2013,36,69,49,a,n,20,w,17,n,
1093,2/11/2013,Muffet McGraw,Louisville,2012-2013,36,93,64,h,n,29,w,18,n,
1094,2/17/2013,Muffet McGraw,Marquette,2012-2013,36,87,49,a,n,38,w,19,n,
1095,2/24/2013,Muffet McGraw,DePaul,2012-2013,36,84,56,a,n,28,w,20,n,
1096,2/26/2013,Muffet McGraw,Syracuse,2012-2013,36,79,68,h,n,11,w,21,n,
1097,3/2/2013,Muffet McGraw,Providence,2012-2013,36,92,57,a,n,35,w,22,n,
1098,3/4/2013,Muffet McGraw,UConn,2012-2013,36,96,87,h,y,9,w,23,n,
1099,3/10/2013,Muffet McGraw,South Florida,2012-2013,36,75,66,n,n,9,w,24,y,Big East Quarterfinals
1100,3/11/2013,Muffet McGraw,Louisville,2012-2013,36,83,59,n,n,24,w,25,y,Big East Semifinals
1101,3/12/2013,Muffet McGraw,UConn,2012-2013,36,61,59,n,n,2,w,26,y,Big East Finals
1102,3/24/2013,Muffet McGraw,UT Martin,2012-2013,36,97,64,n,n,33,w,27,y,NCAA 1st Round
1103,3/26/2013,Muffet McGraw,Iowa,2012-2013,36,74,57,n,n,17,w,28,y,NCAA 2nd Round
1104,3/31/2013,Muffet McGraw,Kansas,2012-2013,36,93,63,n,n,30,w,29,y,NCAA Regional Semifinals
1105,4/2/2013,Muffet McGraw,Duke,2012-2013,36,87,76,n,n,11,w,30,y,NCAA Reginal Finals
1106,4/7/2013,Muffet McGraw,UConn,2012-2013,36,65,83,n,n,-18,l,1,y,NCAA National Semifinals
1107,11/9/2013,Muffet McGraw,UNC Wilmington,2013-2014,37,99,50,h,n,49,w,1,n,
1108,11/11/2013,Muffet McGraw,Michigan State,2013-2014,37,81,62,h,n,19,w,2,n,
1109,11/16/2013,Muffet McGraw,Valparaiso,2013-2014,37,96,46,h,n,50,w,3,n,
1110,11/23/2013,Muffet McGraw,Penn,2013-2014,37,76,54,a,n,22,w,4,n,
1111,11/26/2013,Muffet McGraw,DePaul,2013-2014,37,92,76,h,n,16,w,5,n,
1112,12/1/2013,Muffet McGraw,Duquesne,2013-2014,37,100,61,n,n,39,w,6,n,
1113,12/4/2013,Muffet McGraw,Penn State,2013-2014,37,77,67,a,n,10,w,7,n,
1114,12/7/2013,Muffet McGraw,UCLA,2013-2014,37,90,48,h,n,42,w,8,n,
1115,12/14/2013,Muffet McGraw,Michigan,2013-2014,37,86,64,a,n,22,w,9,n,
1116,12/22/2013,Muffet McGraw,Central Michigan,2013-2014,37,106,72,h,n,34,w,10,n,
1117,12/29/2013,Muffet McGraw,Oregon State,2013-2014,37,70,58,a,n,12,w,11,n,
1118,1/2/2014,Muffet McGraw,South Dakota State,2013-2014,37,94,51,h,n,43,w,12,n,
1119,1/5/2014,Muffet McGraw,Clemson,2013-2014,37,71,51,h,n,20,w,13,n,
1120,1/9/2014,Muffet McGraw,Boston College,2013-2014,37,95,53,h,n,42,w,14,n,
1121,1/12/2014,Muffet McGraw,Virginia,2013-2014,37,79,72,a,n,7,w,15,n,
1122,1/16/2014,Muffet McGraw,Pittsburgh,2013-2014,37,109,66,a,n,43,w,16,n,
1123,1/20/2014,Muffet McGraw,Tennessee,2013-2014,37,86,70,a,n,16,w,17,n,
1124,1/23/2014,Muffet McGraw,Miami (FL),2013-2014,37,79,52,h,n,27,w,18,n,
1125,1/27/2014,Muffet McGraw,Maryland,2013-2014,37,87,83,a,n,4,w,19,n,
1126,1/30/2014,Muffet McGraw,Virginia Tech,2013-2014,37,74,48,h,n,26,w,20,n,
1127,2/2/2014,Muffet McGraw,Duke,2013-2014,37,88,67,a,n,21,w,21,n,
1128,2/6/2014,Muffet McGraw,Florida State,2013-2014,37,81,60,a,n,21,w,22,n,
1129,2/9/2014,Muffet McGraw,Syracuse,2013-2014,37,101,64,h,n,37,w,23,n,
1130,2/13/2014,Muffet McGraw,Boston College,2013-2014,37,82,61,a,n,21,w,24,n,
1131,2/17/2014,Muffet McGraw,Georgia Tech,2013-2014,37,87,72,h,n,15,w,25,n,
1132,2/20/2014,Muffet McGraw,Wake Forest,2013-2014,37,86,61,a,n,25,w,26,n,
1133,2/23/2014,Muffet McGraw,Duke,2013-2014,37,81,70,h,n,11,w,27,n,
1134,2/27/2014,Muffet McGraw,North Carolina,2013-2014,37,100,75,h,n,25,w,28,n,
1135,3/2/2014,Muffet McGraw,North Carolina State,2013-2014,37,84,60,a,n,24,w,29,n,
1136,3/7/2014,Muffet McGraw,Florida State,2013-2014,37,83,57,n,n,26,w,30,y,ACC Quarterfinals
1137,3/8/2014,Muffet McGraw,North Carolina State,2013-2014,37,83,48,n,n,35,w,31,y,ACC Semifinals
1138,3/9/2014,Muffet McGraw,Duke,2013-2014,37,69,53,n,n,16,w,32,y,ACC Finals
1139,3/22/2014,Muffet McGraw,Robert Morris,2013-2014,37,93,42,n,n,51,w,33,y,NCAA 1st Round
1140,3/24/2014,Muffet McGraw,Arizona State,2013-2014,37,84,67,n,n,17,w,34,y,NCAA 2nd Round
1141,3/29/2014,Muffet McGraw,Oklahoma State,2013-2014,37,89,72,n,n,17,w,35,y,NCAA Regional Semifinals
1142,3/31/2014,Muffet McGraw,Baylor,2013-2014,37,88,69,n,n,19,w,36,y,NCAA Regional Finals
1143,4/6/2014,Muffet McGraw,Maryland,2013-2014,37,87,61,n,n,26,w,37,y,NCAA National Semifinals
1144,4/8/2014,Muffet McGraw,UConn,2013-2014,37,58,79,n,n,-21,l,1,y,NCAA National Championship Game
1145,11/14/2014,Muffet McGraw,UMass Lowell,2014-2015,38,105,51,h,n,54,w,1,n,
1146,11/19/2014,Muffet McGraw,Michigan State,2014-2015,38,71,63,a,n,8,w,2,n,
1147,11/21/2014,Muffet McGraw,Chattanooga,2014-2015,38,88,53,h,n,35,w,3,n,
1148,11/23/2014,Muffet McGraw,Holy Cross,2014-2015,38,104,29,h,n,75,w,4,n,
1149,11/24/2014,Muffet McGraw,Harvard,2014-2015,38,97,43,h,n,54,w,5,n,
1150,11/25/2014,Muffet McGraw,Quinnipiac,2014-2015,38,112,52,h,n,60,w,6,n,
1151,11/30/2014,Muffet McGraw,Kansas,2014-2015,38,89,47,n,n,42,w,7,n,Naismith Basketball Hall of Fame Women's Challenge
1152,12/3/2014,Muffet McGraw,Maryland,2014-2015,38,92,72,h,n,20,w,8,n,
1153,12/6/2014,Muffet McGraw,UConn,2014-2015,38,58,76,h,n,-18,l,1,n,
1154,12/10/2014,Muffet McGraw,DePaul,2014-2015,38,94,93,a,n,1,w,1,n,
1155,12/13/2014,Muffet McGraw,Michigan,2014-2015,38,70,50,h,n,20,w,2,n,
1156,12/21/2014,Muffet McGraw,Saint Joseph's,2014-2015,38,64,50,h,n,14,w,3,n,
1157,12/28/2014,Muffet McGraw,UCLA,2014-2015,38,82,67,a,n,15,w,4,n,
1158,1/2/2015,Muffet McGraw,Florida State,2014-2015,38,74,68,h,n,6,w,5,n,
1159,1/4/2015,Muffet McGraw,Syracuse,2014-2015,38,85,74,a,n,11,w,6,n,
1160,1/8/2015,Muffet McGraw,Miami (FL),2014-2015,38,63,78,a,n,-15,l,1,n,
1161,1/11/2015,Muffet McGraw,Boston College,2014-2015,38,104,58,h,n,46,w,1,n,
1162,1/15/2015,Muffet McGraw,North Carolina,2014-2015,38,89,79,a,n,10,w,2,n,
1163,1/19/2015,Muffet McGraw,Tennessee,2014-2015,38,88,77,h,n,11,w,3,n,
1164,1/22/2015,Muffet McGraw,Georgia Tech,2014-2015,38,89,76,h,n,13,w,4,n,
1165,1/24/2015,Muffet McGraw,Clemson,2014-2015,38,74,36,a,n,38,w,5,n,
1166,1/29/2015,Muffet McGraw,Virginia Tech,2014-2015,38,74,50,a,n,24,w,6,n,
1167,2/1/2015,Muffet McGraw,Wake Forest,2014-2015,38,92,63,h,n,29,w,7,n,
1168,2/5/2015,Muffet McGraw,Virginia,2014-2015,38,75,54,h,n,21,w,8,n,
1169,2/8/2015,Muffet McGraw,Boston College,2014-2015,38,89,56,a,n,33,w,9,n,
1170,2/16/2015,Muffet McGraw,Duke,2014-2015,38,63,50,h,n,13,w,10,n,
1171,2/19/2015,Muffet McGraw,Georgia Tech,2014-2015,38,71,61,a,n,10,w,11,n,
1172,2/23/2015,Muffet McGraw,Louisville,2014-2015,38,68,52,h,n,16,w,12,n,
1173,2/26/2015,Muffet McGraw,Pittsburgh,2014-2015,38,87,59,h,n,28,w,13,n,
1174,3/1/2015,Muffet McGraw,North Carolina State,2014-2015,38,67,60,a,n,7,w,14,n,
1175,3/6/2015,Muffet McGraw,Miami (FL),2014-2015,38,77,61,n,n,16,w,15,y,ACC Quarterfinals
1176,3/7/2015,Muffet McGraw,Duke,2014-2015,38,55,49,n,n,6,w,16,y,ACC Semifinals
1177,3/8/2015,Muffet McGraw,Florida State,2014-2015,38,71,58,n,n,13,w,17,y,ACC Finals
1178,3/20/2015,Muffet McGraw,Montana,2014-2015,38,77,43,n,n,34,w,18,y,NCAA 1st Round
1179,3/22/2015,Muffet McGraw,DePaul,2014-2015,38,79,67,n,n,12,w,19,y,NCAA 2nd Round
1180,3/27/2015,Muffet McGraw,Stanford,2014-2015,38,81,60,n,n,21,w,20,y,NCAA Regional Semifinals
1181,3/29/2015,Muffet McGraw,Baylor,2014-2015,38,77,68,n,n,9,w,21,y,NCAA Regional Finals
1182,4/5/2015,Muffet McGraw,South Carolina,2014-2015,38,66,65,n,n,1,w,22,y,NCAA National Semifinals
1183,4/7/2015,Muffet McGraw,UConn,2014-2015,38,53,63,n,n,-10,l,1,y,NCAA National Championship Game
1184,11/15/2015,Muffet McGraw,Bucknell,2015-2016,39,85,54,h,n,31,w,1,n,
1185,11/18/2015,Muffet McGraw,Toledo,2015-2016,39,74,39,h,n,35,w,2,n,
1186,11/21/2015,Muffet McGraw,South Dakota State,2015-2016,39,75,64,a,n,11,w,3,n,
1187,11/23/2015,Muffet McGraw,Valparaiso,2015-2016,39,110,54,a,n,56,w,4,n,
1188,11/27/2015,Muffet McGraw,Denver,2015-2016,39,94,52,n,n,42,w,5,n,Junkanoo Jam 1st Round
1189,11/28/2015,Muffet McGraw,UCLA,2015-2016,39,92,84,n,y,8,w,6,n,Junkanoo Jam 2nd Round
1190,12/2/2015,Muffet McGraw,Ohio State,2015-2016,39,75,72,h,n,3,w,7,n,
1191,12/5/2015,Muffet McGraw,UConn,2015-2016,39,81,91,a,n,-10,l,1,n,
1192,12/9/2015,Muffet McGraw,DePaul,2015-2016,39,95,90,h,n,5,w,1,n,
1193,12/12/2015,Muffet McGraw,TCU,2015-2016,39,88,72,a,n,16,w,2,n,
1194,12/21/2015,Muffet McGraw,Saint Joseph's,2015-2016,39,91,55,a,n,36,w,3,n,
1195,12/28/2015,Muffet McGraw,Oregon State,2015-2016,39,62,61,h,n,1,w,4,n,
1196,12/30/2015,Muffet McGraw,Georgia Tech,2015-2016,39,85,76,h,n,9,w,5,n,
1197,1/3/2016,Muffet McGraw,Pittsburgh,2015-2016,39,65,55,a,n,10,w,6,n,
1198,1/7/2016,Muffet McGraw,Virginia,2015-2016,39,74,46,a,n,28,w,7,n,
1199,1/10/2016,Muffet McGraw,North Carolina,2015-2016,39,88,54,h,n,34,w,8,n,
1200,1/14/2016,Muffet McGraw,Boston College,2015-2016,39,63,50,a,n,13,w,9,n,
1201,1/18/2016,Muffet McGraw,Tennessee,2015-2016,39,79,66,h,n,13,w,10,n,
1202,1/21/2016,Muffet McGraw,Syracuse,2015-2016,39,90,62,h,n,28,w,11,n,
1203,1/24/2016,Muffet McGraw,Virginia Tech,2015-2016,39,80,41,h,n,39,w,12,n,
1204,1/28/2016,Muffet McGraw,Georgia Tech,2015-2016,39,54,42,a,n,12,w,13,n,
1205,2/1/2016,Muffet McGraw,Duke,2015-2016,39,68,61,a,n,7,w,14,n,
1206,2/4/2016,Muffet McGraw,North Carolina State,2015-2016,39,82,46,h,n,36,w,15,n,
1207,2/7/2016,Muffet McGraw,Louisville,2015-2016,39,66,61,a,n,5,w,16,n,
1208,2/14/2016,Muffet McGraw,Miami (FL),2015-2016,39,90,69,h,n,21,w,17,n,
1209,2/18/2016,Muffet McGraw,Wake Forest,2015-2016,39,86,52,a,n,34,w,18,n,
1210,2/22/2016,Muffet McGraw,Florida State,2015-2016,39,73,66,a,n,7,w,19,n,
1211,2/25/2016,Muffet McGraw,Clemson,2015-2016,39,71,52,h,n,19,w,20,n,
1212,2/27/2016,Muffet McGraw,Boston College,2015-2016,39,70,58,h,n,12,w,21,n,
1213,3/4/2016,Muffet McGraw,Duke,2015-2016,39,83,54,n,n,29,w,22,y,ACC Quarterfinals
1214,3/5/2016,Muffet McGraw,Miami (FL),2015-2016,39,78,67,n,n,11,w,23,y,ACC Semifinals
1215,3/6/2016,Muffet McGraw,Syracuse,2015-2016,39,68,57,n,n,11,w,24,y,ACC Finals
1216,3/19/2016,Muffet McGraw,N.C. A&T,2015-2016,39,95,61,n,n,34,w,25,y,NCAA 1st Round
1217,3/21/2016,Muffet McGraw,Indiana,2015-2016,39,87,70,n,n,17,w,26,y,NCAA 2nd Round
1218,3/25/2016,Muffet McGraw,Stanford,2015-2016,39,84,90,n,n,-6,l,1,y,NCAA Regional Semifinal
1219,11/11/2016,Muffet McGraw,Central Michigan,2016-2017,40,107,47,h,n,60,w,1,n,
1220,11/14/2016,Muffet McGraw,Fordham,2016-2017,40,67,36,h,n,31,w,2,n,
1221,11/17/2016,Muffet McGraw,Green Bay,2016-2017,40,71,67,h,n,4,w,3,n,
1222,11/20/2016,Muffet McGraw,Washington,2016-2017,40,71,60,h,n,11,w,4,n,
1223,11/22/2016,Muffet McGraw,Louisiana Lafayette,2016-2017,40,91,51,h,n,40,w,5,n,
1224,11/26/2016,Muffet McGraw,TCU,2016-2017,40,92,59,h,n,33,w,6,n,
1225,11/30/2016,Muffet McGraw,Iowa,2016-2017,40,73,58,a,n,15,w,7,n,
1226,12/4/2016,Muffet McGraw,Valparaiso,2016-2017,40,114,54,h,n,60,w,8,n,
1227,12/7/2016,Muffet McGraw,UConn,2016-2017,40,61,72,h,n,-11,l,1,n,
1228,12/10/2016,Muffet McGraw,DePaul,2016-2017,40,75,61,a,n,14,w,1,n,
1229,12/18/2016,Muffet McGraw,Toledo,2016-2017,40,85,68,a,n,17,w,2,n,
1230,12/20/2016,Muffet McGraw,Michigan State,2016-2017,40,79,61,a,n,18,w,3,n,
1231,12/27/2016,Muffet McGraw,Chattanooga,2016-2017,40,79,58,a,n,21,w,4,n,
1232,12/29/2016,Muffet McGraw,North Carolina State,2016-2017,40,62,70,a,n,-8,l,1,n,
1233,1/2/2017,Muffet McGraw,Georgia Tech,2016-2017,40,55,38,a,n,17,w,1,n,
1234,1/5/2017,Muffet McGraw,Wake Forest,2016-2017,40,92,72,h,n,20,w,2,n,
1235,1/8/2017,Muffet McGraw,Miami (FL),2016-2017,40,67,55,a,n,12,w,3,n,
1236,1/12/2017,Muffet McGraw,Pittsburgh,2016-2017,40,86,54,h,n,32,w,4,n,
1237,1/16/2017,Muffet McGraw,Tennessee,2016-2017,40,69,71,a,n,-2,l,1,n,
1238,1/19/2017,Muffet McGraw,Boston College,2016-2017,40,80,69,a,n,11,w,1,n,
1239,1/22/2017,Muffet McGraw,North Carolina,2016-2017,40,77,55,a,n,22,w,2,n,
1240,1/26/2017,Muffet McGraw,Duke,2016-2017,40,62,58,h,n,4,w,3,n,
1241,1/29/2017,Muffet McGraw,Virginia,2016-2017,40,82,74,h,n,8,w,4,n,
1242,2/2/2017,Muffet McGraw,Virginia Tech,2016-2017,40,76,59,a,n,17,w,5,n,
1243,2/6/2017,Muffet McGraw,Louisville,2016-2017,40,85,66,h,n,19,w,6,n,
1244,2/12/2017,Muffet McGraw,Georgia Tech,2016-2017,40,90,69,h,n,21,w,7,n,
1245,2/16/2017,Muffet McGraw,Clemson,2016-2017,40,84,80,a,n,4,w,8,n,
1246,2/19/2017,Muffet McGraw,Syracuse,2016-2017,40,85,80,a,n,5,w,9,n,
1247,2/23/0207,Muffet McGraw,Boston College,2016-2017,40,82,45,h,n,37,w,10,n,
1248,2/26/2017,Muffet McGraw,Florida State,2016-2017,40,79,61,h,n,18,w,11,n,
1249,3/3/2017,Muffet McGraw,Virginia,2016-2017,40,76,59,n,n,17,w,12,y,ACC Quarterfinals
1250,3/4/2017,Muffet McGraw,Louisville,2016-2017,40,84,73,n,n,11,w,13,y,ACC Semifinals
1251,3/5/2017,Muffet McGraw,Duke,2016-2017,40,84,61,n,n,23,w,14,y,ACC Finals
1252,3/17/2017,Muffet McGraw,Robert Morris,2016-2017,40,79,49,h,n,30,w,15,y,NCAA 1st Round
1253,3/19/2017,Muffet McGraw,Purdue,2016-2017,40,88,82,h,y,6,w,16,y,NCAA 2nd Round
1254,3/24/2017,Muffet McGraw,Ohio State,2016-2017,40,99,76,n,n,23,w,17,y,NCAA Regional Semifinals
1255,3/26/2017,Muffet McGraw,Stanford,2016-2017,40,75,76,n,n,-1,l,1,y,NCAA Regional Finals
1256,11/11/2017,Muffet McGraw,Mt. St. Mary's,2017-2018,41,121,65,h,n,56,w,1,n,
1257,11/14/2017,Muffet McGraw,Western Kentucky,2017-2018,41,78,65,a,n,13,w,2,n,
1258,11/19/2017,Muffet McGraw,Oregon State,2017-2018,41,72,67,a,n,5,w,3,n,
1259,11/24/2017,Muffet McGraw,East Tennessee State,2017-2018,41,77,46,n,n,31,w,4,n,Gulf Coast Showcase
1260,11/25/2017,Muffet McGraw,South Florida,2017-2018,41,76,66,n,n,10,w,5,n,Gulf Coast Showcase
1261,11/26/2017,Muffet McGraw,South Carolina,2017-2018,41,92,85,n,n,7,w,6,n,Gulf Coast Showcase
1262,11/29/2017,Muffet McGraw,Michigan,2017-2018,41,83,63,a,n,20,w,7,n,
1263,12/3/2017,Muffet McGraw,UConn,2017-2018,41,71,80,a,n,-9,l,1,n,
1264,12/6/2017,Muffet McGraw,Michigan State,2017-2018,41,90,59,h,n,31,w,1,n,
1265,12/9/2017,Muffet McGraw,Penn,2017-2018,41,66,54,a,n,12,w,2,n,
1266,12/17/2017,Muffet McGraw,DePaul,2017-2018,41,91,82,h,n,9,w,3,n,
1267,12/20/2017,Muffet McGraw,Marquette,2017-2018,41,91,85,h,y,6,w,4,n,
1268,12/28/2017,Muffet McGraw,Syracuse,2017-2018,41,87,72,h,n,15,w,5,n,
1269,12/31/2017,Muffet McGraw,Wake Forest,2017-2018,41,96,73,a,n,23,w,6,n,
1270,1/4/2018,Muffet McGraw,Miami (FL),2017-2018,41,83,76,h,n,7,w,7,n,
1271,1/7/2018,Muffet McGraw,Georgia Tech,2017-2018,41,77,54,a,n,23,w,8,n,
1272,1/11/2018,Muffet McGraw,Louisville,2017-2018,41,67,100,a,n,-33,l,1,n,
1273,1/14/2018,Muffet McGraw,Boston College,2017-2018,41,89,60,h,n,29,w,1,n,
1274,1/18/2018,Muffet McGraw,Tennessee,2017-2018,41,84,70,h,n,14,w,2,n,
1275,1/21/2018,Muffet McGraw,Clemson,2017-2018,41,90,37,h,n,53,w,3,n,
1276,1/25/2018,Muffet McGraw,Pittsburgh,2017-2018,41,87,53,a,n,34,w,4,n,
1277,1/28/2018,Muffet McGraw,Florida State,2017-2018,41,100,69,a,n,31,w,5,n,
1278,2/1/2018,Muffet McGraw,North Carolina,2017-2018,41,94,62,h,n,32,w,6,n,
1279,2/4/2018,Muffet McGraw,Duke,2017-2018,41,72,54,a,n,18,w,7,n,
1280,2/11/2018,Muffet McGraw,Georgia Tech,2017-2018,41,85,69,h,n,16,w,8,n,
1281,2/15/2018,Muffet McGraw,Virginia,2017-2018,41,83,69,a,n,14,w,9,n,
1282,2/18/2018,Muffet McGraw,Boston College,2017-2018,41,89,55,a,n,34,w,10,n,
1283,2/22/2018,Muffet McGraw,Virginia Tech,2017-2018,41,89,59,h,n,30,w,11,n,
1284,2/25/2018,Muffet McGraw,North Carolina State,2017-2018,41,86,67,h,n,19,w,12,n,
1285,3/2/2018,Muffet McGraw,Virginia,2017-2018,41,83,47,n,n,36,w,13,y,ACC Quarterfinals
1286,3/3/2018,Muffet McGraw,Florida State,2017-2018,41,90,80,n,n,10,w,14,y,ACC Semifinals
1287,3/4/2018,Muffet McGraw,Louisville,2017-2018,41,72,74,n,n,-2,l,1,y,ACC Finals
1288,3/16/2018,Muffet McGraw,CS Northridge,2017-2018,41,99,81,n,n,18,w,1,y,NCAA 1st Round
1289,3/18/2018,Muffet McGraw,Villanova,2017-2018,41,98,72,n,n,26,w,2,y,NCAA 2nd Round
1290,3/24/2018,Muffet McGraw,Texas A&M,2017-2018,41,90,84,n,n,6,w,3,y,NCAA Regional Semifinals
1291,3/26/2018,Muffet McGraw,Oregon,2017-2018,41,84,74,n,n,10,w,4,y,NCAA Regional Finals
1292,3/30/2018,Muffet McGraw,UConn,2017-2018,41,91,89,n,y,2,w,5,y,NCAA National Semifinals
1293,4/1/2018,Muffet McGraw,Mississippi State,2017-2018,41,61,58,n,n,3,w,6,y,NCAA National Championship Game
1294,11/9/2018,Muffet McGraw,Harvard,2018-2019,42,103,58,h,n,45,w,7,n,
1295,11/12/2018,Muffet McGraw,Penn,2018-2019,42,75,55,h,n,20,w,8,n,
1296,11/17/2018,Muffet McGraw,DePaul,2018-2019,42,101,77,a,n,24,w,9,n,
1297,11/22/2018,Muffet McGraw,Gonzaga,2018-2019,42,81,65,n,n,16,w,10,n,Vancouver Showcase
1298,11/23/2018,Muffet McGraw,Drake,2018-2019,42,82,64,n,n,18,w,11,n,Vancouver Showcase
1299,11/24/2018,Muffet McGraw,Oregon State,2018-2019,42,91,81,n,n,10,w,12,n,Vancouver Showcase
1300,11/29/2018,Muffet McGraw,Iowa,2018-2019,42,105,71,h,n,34,w,13,n,
1301,12/2/2018,Muffet McGraw,UConn,2018-2019,42,71,89,h,n,-18,l,1,n,
1302,12/8/2018,Muffet McGraw,Toledo,2018-2019,42,72,56,a,n,16,w,1,n,
1303,12/16/2018,Muffet McGraw,Binghamton,2018-2019,42,103,53,h,n,50,w,2,n,
1304,12/19/2018,Muffet McGraw,Western Kentucky,2018-2019,42,94,53,h,n,41,w,3,n,
1305,12/22/2018,Muffet McGraw,Marquette,2018-2019,42,87,63,a,n,24,w,4,n,
1306,12/30/2018,Muffet McGraw,Lehigh,2018-2019,42,95,68,h,n,27,w,5,n,
1307,1/3/2019,Muffet McGraw,Pittsburgh,2018-2019,42,100,44,h,n,56,w,6,n,
1308,1/6/2019,Muffet McGraw,Georgia Tech,2018-2019,42,76,55,a,n,21,w,7,n,
1309,1/10/2019,Muffet McGraw,Louisville,2018-2019,42,82,68,h,n,14,w,8,n,
1310,1/13/2019,Muffet McGraw,Wake Forest,2018-2019,42,78,48,h,n,30,w,9,n,
1311,1/16/2019,Muffet McGraw,Virginia Tech,2018-2019,42,80,51,a,n,29,w,10,n,
1312,1/20/2019,Muffet McGraw,Boston College,2018-2019,42,92,63,h,n,29,w,11,n,
1313,1/24/2019,Muffet McGraw,Tennessee,2018-2019,42,77,62,a,n,15,w,12,n,
1314,1/27/2019,Muffet McGraw,North Carolina,2018-2019,42,73,78,a,n,-5,l,1,n,
1315,1/31/2019,Muffet McGraw,Clemson,2018-2019,42,101,63,a,n,38,w,1,n,
1316,2/3/2019,Muffet McGraw,Georgia Tech,2018-2019,42,90,50,h,n,40,w,2,n,
1317,2/7/2019,Muffet McGraw,Miami (FL),2018-2019,42,65,72,a,n,-7,l,1,n,
1318,2/10/2019,Muffet McGraw,Florida State,2018-2019,42,97,70,h,n,27,w,1,n,
1319,2/13/2019,Muffet McGraw,Boston College,2018-2019,42,97,47,a,n,50,w,2,n,
1320,2/18/2019,Muffet McGraw,North Carolina State,2018-2019,42,95,72,a,n,23,w,3,n,
1321,2/21/2019,Muffet McGraw,Duke,2018-2019,42,89,61,h,n,28,w,4,n,
